family_group|ssn_hash|vendor_member_key|given_name|surname|birth_dt|street|town|province|postal|relation|med_plan|tier|active_flag|audit_source_system|audit_load_ts
FAM1056|SSNF820EDA6A1CF|VB-E1056|Gadi|Golan|19610119|90 Dizengoff|Haifa|HA|3320004|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1056|SSN5FC0AA09443E|VB-S1056|Yael|Golan|19830606|90 Dizengoff|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1056|SSND2CE0DC6512C|VB-D1056-01|Noa|Golan|20120804|90 Dizengoff|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1056|SSN0F6525F34DA6|VB-D1056-02|Sarah|Golan|20090716|90 Dizengoff|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1056|SSN0D985C950672|VB-D1056-03|Liam|Golan|20080305|90 Dizengoff|Haifa|HA|3320004|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1057|SSN9039BDE0C52A|VB-E1057|Maya|Weiss|20030720|39 Jaffa Rd|Petah Tikva|PT|4950007|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1057|SSN58787142E3DF|VB-D1057-01|Itai|Weiss|20150528|39 Jaffa Rd|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1057|SSN873A13C842A0|VB-D1057-03|Shira|Weiss|20081024|39 Jaffa Rd|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1058|SSN3F14D91E1601|VB-E1058|Adam|Green|19650406|98 Ben Yehuda|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1058|SSN2E5C45D599A0|VB-S1058|Zoe|Green|19550715|98 Ben Yehuda|Tel Aviv|TA|6100001|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1059|SSNA5E822D0D3C3|VB-E1059|Yasmin|Friedman|20000523|77 Rothschild|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1060|SSN4014073E15D6|VB-E1060|Yoni|Hazan|19921126|88 Ben Yehuda|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1060|SSN86AC58AF0250|VB-D1060-01|Nina|Hazan|20090908|88 Ben Yehuda|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1060|SSN495B6D0247EB|VB-D1060-02|Idan|Hazan|20100527|88 Ben Yehuda|Tel Aviv|TA|6100001|dependent|STANDARD|basic|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1061|SSN8EC17CE0497C|VB-E1061|Rina|Gold|20021010|10 Herzl St|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1061|SSN91BB7D82EB80|VB-S1061|Itai|Gold|19990523|10 Herzl St|Jerusalem|JM|9100002|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1062|SSN843BEF7B8CD4|VB-E1062|Itai|Green|19930114|35 Ibn Gabirol|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1062|SSN1CCED924B9F5|VB-D1062-01|Shira|Green|20120103|35 Ibn Gabirol|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1063|SSN5C55D40CDC2E|VB-E1063|Ava|Baron|19910125|87 Arlozorov|Jerusalem|JM|9100002|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1064|SSNBC476AFCEFE5|VB-E1064|Zoe|Berkowitz|19821127|67 Rothschild|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1064|SSN937851873A66|VB-S1064|Liam|Berkowitz|19850614|67 Rothschild|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1065|SSNC0002991EC42|VB-E1065|Eli|Biton|19990810|42 Jaffa Rd|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1065|SSN19269306FA4F|VB-S1065|Leah|Biton|20070902|42 Jaffa Rd|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1065|SSNDAC95490A415|VB-D1065-01|Itai|Biton|20090609|42 Jaffa Rd|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1065|SSNFDD38C41BC40|VB-D1065-02|Eli|Biton|20090728|42 Jaffa Rd|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1066|SSN0EDD3DAF4909|VB-E1066|Noa|Peretz|19880620|1 Ibn Gabirol|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1066|SSN835A726FAC30|VB-D1066-01|Idan|Peretz|20150107|1 Ibn Gabirol|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1066|SSN52FB17D2514A|VB-D1066-02|Adam|Peretz|20160310|1 Ibn Gabirol|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1067|SSN26F66E169599|VB-E1067|Idan|Gold|20060423|90 Rothschild|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1067|SSN08FD0ED47A20|VB-S1067|Ron|Gold|19550914|90 Rothschild|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1067|SSN22F1B2F75B28|VB-D1067-01|Liam|Gold|20110215|90 Rothschild|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1067|SSN12B0BB23AE88|VB-D1067-02|Maya|Gold|20100823|90 Rothschild|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1068|SSNB73C1FF01907|VB-E1068|Yael|Golan|19700818|66 HaNassi|Haifa|HA|3320004|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1068|SSN9380745206CC|VB-S1068|Omar|Golan|19930924|66 HaNassi|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1068|SSN17BC80E04CA5|VB-D1068-01|Matan|Golan|20100209|66 HaNassi|Haifa|HA|3320004|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1069|SSNC9D667AD4616|VB-E1069|Ava|Friedman|20010527|44 Ibn Gabirol|Rishon LeZion|RL|7530006|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1069|SSN01DF1F151329|VB-S1069|Hila|Friedman|19860315|44 Ibn Gabirol|Rishon LeZion|RL|7530006|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1070|SSN4CC33A8A1A5C|VB-E1070|Gadi|Weiss|19790811|62 Allenby|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1071|SSNC19E540A7F0F|VB-E1071|David|Biton|19570624|31 Arlozorov|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1071|SSN89F1462E29C2|VB-S1071|Lior|Biton|20060713|31 Arlozorov|Netanya|NT|4230008|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1071|SSN8DFCD4D57AC0|VB-D1071-01|Hila|Biton|20100802|31 Arlozorov|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1072|SSN2904BFE06CC1|VB-E1072|Itai|Cohen|20010314|57 Jaffa Rd|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1073|SSNCC7D0B142D80|VB-S1073|David|Katz|19761128|10 Rothschild|Jerusalem|JM|9100002|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1073|SSN61351704B408|VB-D1073-01|Ron|Katz|20140621|10 Rothschild|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1074|SSNEBEB735C11D1|VB-E1074|Noa|Gold|19590421|98 Rothschild|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1074|SSNF9A8841A999A|VB-S1074|Rina|Gold|19691203|98 Rothschild|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1075|SSN03CBB699ACC5|VB-E1075|Tomer|Friedman|19560111|13 Jaffa Rd|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1075|SSN43FF1ADC07D3|VB-D1075-01|Rina|Friedman|20130614|13 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1075|SSND0E09E4DC046|VB-D1075-02|Sam|Friedman|20110914|13 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1076|SSN02B602E72DF3|VB-S1076|Lior|Gold|19920308|88 Dizengoff|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1076|SSNE1B4589267A9|VB-D1076-01|Itai|Gold|20120809|88 Dizengoff|Petah Tikva|PT|4950007|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1077|SSN8B63AE1AE32C|VB-E1077|Dan|Berkowitz|19741114|70 Dizengoff|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1077|SSNC6DAC376AF8E|VB-S1077|Itai|Berkowitz|19740413|70 Dizengoff|Netanya|NT|4230008|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1078|SSN157FF2870355|VB-E1078|Tomer|Friedman|19561113|74 Allenby|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1078|SSN7664F646C981|VB-S1078|Nadav|Friedman|19981202|74 Allenby|Rishon LeZion|RL|7530006|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1078|SSNA75CEC585EF7|VB-D1078-01|Lior|Friedman|20150525|74 Allenby|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1078|SSNA4147503802D|VB-D1078-02|Yoni|Friedman|20111026|74 Allenby|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1079|SSN589469F240FA|VB-E1079|Hila|Shapiro|19950221|29 Ben Yehuda|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1079|SSN8A4C1EAD2673|VB-S1079|Rina|Shapiro|20050802|29 Ben Yehuda|Haifa|HA|3320004|spouse|STANDARD|basic|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1080|SSN97645D44FEEE|VB-E1080|Rina|Katz|20020706|47 Dizengoff|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1080|SSN1CC9F0E06B17|VB-D1080-01|Tal|Katz|20120309|47 Dizengoff|Petah Tikva|PT|4950007|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1081|SSNA594921F914F|VB-E1081|Itai|Green|19640428|38 Allenby|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1081|SSNDFB5DED4B0D5|VB-S1081|Hila|Green|19800912|38 Allenby|Rishon LeZion|RL|7530006|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1082|SSNC6BC8D29E8AF|VB-E1082|Maya|Ben-David|19781124|51 Herzl St|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1082|SSN6F828D1AA096|VB-S1082|Nadav|Ben-David|19791112|51 Herzl St|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1083|SSND964478C3435|VB-E1083|Shira|Weiss|19751008|87 Ben Yehuda|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1083|SSN23A9A780025E|VB-S1083|Idan|Weiss|20070823|87 Ben Yehuda|Tel Aviv|TA|6100001|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1083|SSN5469F955ACEF|VB-D1083-01|Rina|Weiss|20140205|87 Ben Yehuda|Tel Aviv|TA|6100001|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1083|SSN446EF1A92C1C|VB-D1083-02|Noa|Weiss|20080516|87 Ben Yehuda|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1084|SSN8BC9E8C0ADE8|VB-E1084|Sam|Azulai|19840622|13 Ben Yehuda|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1084|SSN70E46C3114D2|VB-D1084-01|Tomer|Azulai|20160719|13 Ben Yehuda|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1085|SSNBAED8AFCAABF|VB-D1085-01|Adam|Haddad|20081212|94 Dizengoff|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1086|SSN8FD8001CEAD4|VB-E1086|David|Adler|19611112|57 Rothschild|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1086|SSNDCB8A3458982|VB-S1086|Idan|Adler|19770113|57 Rothschild|Jerusalem|JM|9100002|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1086|SSN90466DD07AF1|VB-D1086-01|Adam|Adler|20110228|57 Rothschild|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1087|SSN619846D151A1|VB-D1087-01|Yoni|Cohen|20110227|12 Ben Yehuda|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1088|SSN082680D2FFF4|VB-E1088|David|Kaplan|19760326|27 Arlozorov|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1088|SSN836BC809A1E6|VB-D1088-01|Ava|Kaplan|20120305|27 Arlozorov|Petah Tikva|PT|4950007|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1089|SSNF90AF780A14D|VB-E1089|David|Cohen|19630112|33 Dizengoff|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1089|SSN84172B4A80E6|VB-D1089-01|Yasmin|Cohen|20130106|33 Dizengoff|Petah Tikva|PT|4950007|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1089|SSNEEF9DEBB392D|VB-D1089-02|Adam|Cohen|20080324|33 Dizengoff|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1090|SSN5604AC83D577|VB-E1090|Yael|Ben-David|20040617|68 Jaffa Rd|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1090|SSNBC85EDF963E6|VB-S1090|Itai|Ben-David|19870420|68 Jaffa Rd|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1090|SSN62B22E494CBA|VB-D1090-01|Noa|Ben-David|20160515|68 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1090|SSN0D474E47F3E0|VB-D1090-02|Idan|Ben-David|20080116|68 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1091|SSN11DA8E18EEA8|VB-E1091|Lior|Ben-David|19590211|55 Jaffa Rd|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1091|SSNFAA621E6E2B2|VB-S1091|Liam|Ben-David|19630520|55 Jaffa Rd|Rishon LeZion|RL|7530006|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1092|SSNBC5C68ED6040|VB-E1092|Tal|Gold|19820226|77 Ibn Gabirol|Rishon LeZion|RL|7530006|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1093|SSNC3530A234C34|VB-S1093|Itai|Biton|19800724|84 Ibn Gabirol|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1093|SSNCC131E47F44C|VB-D1093-01|Maya|Biton|20130711|84 Ibn Gabirol|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1093|SSN8D9E17A1DFAE|VB-D1093-02|Hila|Biton|20120605|84 Ibn Gabirol|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1093|SSN76ABE0FE7356|VB-D1093-03|Hila|Biton|20150203|84 Ibn Gabirol|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1094|SSN1AE1B42F7888|VB-E1094|Iris|Adler|20060318|12 King George|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1094|SSN632929F1347A|VB-S1094|Ron|Adler|19900622|12 King George|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1094|SSNE3AC21EEE147|VB-D1094-01|Maya|Adler|20140628|12 King George|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1095|SSN8BD98DF907DD|VB-E1095|Iris|Levi|19731010|97 King George|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1095|SSN4AF6F63BFBE5|VB-D1095-01|Hila|Levi|20150428|97 King George|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1095|SSNE73C6142AB95|VB-D1095-02|Maya|Levi|20130912|97 King George|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1095|SSNCB2B87DC0E69|VB-D1095-03|Maya|Levi|20121008|97 King George|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1096|SSN8C53BB92F83D|VB-E1096|Idan|Weiss|19561022|72 Arlozorov|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1097|SSN5523C293798F|VB-E1097|Gadi|Friedman|19760601|4 Dizengoff|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1097|SSN6FE9044C9760|VB-D1097-01|Liam|Friedman|20101221|4 Dizengoff|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1097|SSNB0C536DCEE3C|VB-D1097-02|Ava|Friedman|20091217|4 Dizengoff|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1098|SSN04AC78514447|VB-E1098|Zoe|Adler|19741211|49 King George|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1099|SSN26ED7DFB03FE|VB-E1099|Sam|Mizrahi|20031002|77 Jaffa Rd|Petah Tikva|PT|4950007|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1099|SSN98C3890567B2|VB-S1099|Adam|Mizrahi|19831114|77 Jaffa Rd|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1099|SSNBD94C13C7F4C|VB-D1099-01|Yael|Mizrahi|20150709|77 Jaffa Rd|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1100|SSNBCAB55FEC829|VB-E1100|Nina|Haddad|19731122|97 Ibn Gabirol|Jerusalem|JM|9100002|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1100|SSNA05AA26898CF|VB-S1100|Tal|Haddad|19970502|97 Ibn Gabirol|Jerusalem|JM|9100002|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1101|SSN709F7728B8C2|VB-E1101|Omar|Friedman|19680325|51 Arlozorov|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1101|SSN64B238EEA624|VB-S1101|Eli|Friedman|19620116|51 Arlozorov|Jerusalem|JM|9100002|spouse|ULTRA|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1101|SSN7EFDD361B113|VB-D1101-02|Leah|Friedman|20161208|51 Arlozorov|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1102|SSN72962A2287DF|VB-E1102|David|Levi|19820115|72 Allenby|Petah Tikva|PT|4950007|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1103|SSN0F2E31CAD94A|VB-E1103|Tomer|Hazan|19810504|74 King George|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1103|SSN04D672B8560C|VB-S1103|Eli|Hazan|19651015|74 King George|Haifa|HA|3320004|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1103|SSN5DAA0A459339|VB-D1103-01|Sarah|Hazan|20130214|74 King George|Haifa|HA|3320004|dependent|STANDARD|basic|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1104|SSN13A28A403CD7|VB-E1104|Tal|Green|19800524|32 King George|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1104|SSN444811A74551|VB-S1104|Eli|Green|20040303|32 King George|Tel Aviv|TA|6100001|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1104|SSN312368967367|VB-D1104-01|Tal|Green|20090917|32 King George|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1105|SSNC36578AD9A46|VB-E1105|Sarah|Hazan|20070308|45 Allenby|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1105|SSN9ED058DD6851|VB-S1105|Adam|Hazan|19670320|45 Allenby|Jerusalem|JM|9100002|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1105|SSN7DEF78B5F7BC|VB-D1105-01|Sam|Hazan|20090325|45 Allenby|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1105|SSNCCBA28FC5B71|VB-D1105-02|Idan|Hazan|20150825|45 Allenby|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1105|SSN38FB77CB59E8|VB-D1105-03|Nadav|Hazan|20151119|45 Allenby|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1106|SSN7A6D4A7496CF|VB-E1106|Idan|Katz|19640803|82 Arlozorov|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1106|SSNF25ED67A869D|VB-S1106|Idan|Katz|19740519|82 Arlozorov|Netanya|NT|4230008|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1107|SSN70D3C49F72D3|VB-E1107|Itai|Ben-David|19570112|46 Ibn Gabirol|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1107|SSN23C6E2070F6F|VB-D1107-01|Liam|Ben-David|20091020|46 Ibn Gabirol|Tel Aviv|TA|6100001|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1108|SSN5038DF04C863|VB-E1108|Yoni|Levi|19831021|50 Rothschild|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1108|SSNC69EC5A845C9|VB-S1108|Shira|Levi|19850905|50 Rothschild|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1109|SSN63E4906C8235|VB-E1109|Sarah|Katz|20000217|58 Jaffa Rd|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1109|SSN9E2DE0D76A73|VB-S1109|Noa|Katz|19701215|58 Jaffa Rd|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1109|SSN5B03C7812677|VB-D1109-01|Itai|Katz|20160920|58 Jaffa Rd|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1109|SSNDF683918212D|VB-D1109-02|Zoe|Katz|20130610|58 Jaffa Rd|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1110|SSN23C092019514|VB-E1110|Maya|Weiss|19980710|7 Allenby|Petah Tikva|PT|4950007|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
